PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-2.135272520626441,-0.17761824812567825,-0.24184939629326194,0.3162848386634637,1.1724801046117515,1.1295601331365908,0.7148069328312339,0.1477330729834916
-0.3655242665053665,1.014491964347233,-0.10266639433048659,-0.406032145573117,-1.8381932949789115,1.4661055337365234,0.012156908059282349,-0.8575230170020917
-1.2840664424408832,-1.2367526903123534,1.2337137589078335,1.8371206860470037,0.45078917939660657,0.18547521937835568,0.2546253037457409,1.176996634848032
1.633046819847019,-0.6603068856273461,-0.7104042844105241,1.0004192893639399,-1.4301977490523234,-0.1711331766564523,-0.2224457784657703,-1.1982053462546014
-1.3547245872730733,0.469155181419707,1.5081923446632837,-0.27670753155880506,-0.5537668368174624,-0.11316286807728668,1.3281355569984532,0.6566403071438933
-2.556204803293146,-0.1722595573963225,-0.6704120204499497,0.2775034148054504,1.3829496077843337,0.9296320331386194,-0.2799761736240222,1.375222144471323
-2.5211706922618333,0.19637211351399103,-0.6195353156842649,0.7739854280141325,-0.565510457589469,0.25213932710835385,-0.2411999948200583,-0.9227723988428302
-1.7307672137000365,-0.860850522157318,0.6252306820242828,-0.3006048569725895,0.08931969904906188,-1.0690756764104867,0.04498940091749384,0.5257995102861739
1.4188483004591255,-1.7578415134454728,-0.23905124189604482,-0.18366294496813027,0.179824031551414,1.0513620217238884,0.3320179318276631,-0.8289795051251997
-1.8026204960975631,0.13951648437643877,-0.5612466957035704,1.5940819426827186,-0.6094897191821353,-1.0281887799729794,-0.3681923044833219,0.16463631708155188
-2.6918042828746627,-0.02242068204573704,-0.10080146207198905,0.5278830508886252,-1.0241588699333752,0.3206810247372326,-0.43187331449502914,-0.4568241088333714
2.3011804155712032,-1.2596085235165728,1.6554014793806,0.11358220168293705,-1.5213235182522034,0.2624100413960705,-0.06853919253016336,0.5071961957608628
-2.112448234527137,-1.2759333516305171,0.4775430490954449,-0.24613707950586125,0.41973735672674006,-0.023687255977742707,0.19268553541391142,-0.005814417141207361
1.49233128765733,-1.0531144365776497,-0.2499596218367689,-0.004111477150306408,0.29389361802452924,0.5661643286433021,0.48390919242305414,-0.47055236270914225
-2.577629242424937,-0.6177667504510252,0.7398871457997834,1.3366556514724608,-1.3780516801255551,0.16307319380827093,-1.2869979242614036,0.15802405228333105
-0.832884735901077,0.44980488881614394,-1.2317992459264235,0.5715255645910197,-1.292309865343283,-0.06796612068361545,-1.1403097373698952,0.07419248089730111
-0.706730535070147,-2.152551727477332,-0.3813161357901558,-0.7498359403428306,0.8231230326462747,0.2783278493409014,-0.6363336098769031,-0.6587172194948079
-2.6594200603678715,-0.36260546908186986,-0.4197156167679559,0.46536703959476544,-0.7924759775037502,-0.08148854969431926,-0.5667541881737531,-1.0685883983879507
0.8042233150728686,-1.2919809088768621,-0.3287090594536736,-0.23902110317579683,0.14070004828877541,-1.4527623444767976,-0.6898007274842795,0.8444358620605484
0.286148211002444,-1.260315001422011,-1.244512936835378,-0.9535789860641012,0.2803289079559328,1.7648552962434338,-0.969801020540012,0.4840480415919623
-3.085235389175974,-0.1574739924677356,-0.22967301127839287,0.06246247696345573,-1.2297842536323371,-0.517071008542405,-1.6647615630093253,0.7382867215816623
-0.9163551914718121,-1.15840578430063,0.2822501282179864,-0.9070094325604273,-0.4142450355790956,0.20622100316520067,-0.3681002395782345,0.12652031478286385
-2.4306170520693375,0.015674828071237722,-0.2676326329466716,0.48236204179954345,-0.9639812568679116,-0.2787150952908548,-0.34185096643422347,-0.9777526568622806
